id,u_str
3848,000000000000110101011001111110111010100000000000000000000000000000000000000000000000000000000000000000001000000000001110101011011
3849,000000000000110101011001111110111010100000000000000000000000000000000000000000000000000000000000000000010011001101100000000000000
3850,000000000000110101011001111110111010100000000000000000000000000000000000000000000000000000000000000000010011001110100000000000000
3851,000000000000110101011001111110111011100000000000000000000000000000000000000000000000000000000000000000001000000000001110101011011
3852,000000000000110101011001111110111011100000000000000000000000000000000000000000000000000000000000000000001011001101100000000000000
3853,000000000000110101011001111110111011100000000000000000000000000000000000000000000000000000000000000000001011001110100000000000000
3854,000000000000110101011001111110111011100000000000000000000000000000000000000000000000000000000000000000010011001101100000000000000
3855,000000000000110101011001111110111011100000000000000000000000000000000000000000000000000000000000000000010011001110100000000000000
3856,000000000000110101011001111110111110100000000000000000000000000000000000000000000000000000000000000000001000000000001110011011101
3857,000000000000110101011001111110111110100000000000000000000000000000000000000000000000000000000000000000001011001101100000000000000
3858,000000000000110101011001111110111110100000000000000000000000000000000000000000000000000000000000000000001011001110100000000000000
3859,000000000000110101011001111110111110100000000000000000000000000000000000000000000000000000000000000000010011001101100000000000000
3860,000000000000110101011001111110111110100000000000000000000000000000000000000000000000000000000000000000010011001110100000000000000
3861,000000000000110101011001111110111111100000000000000000000000000000000000000000000000000000000000000000010000000000001110101011011
3862,000000000000110101011010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100101011011
3863,000000000000110101011010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110011001101
3864,000000000000110101011010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110011010101
3865,000000000000110101011010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110011011011
3866,000000000000110101011010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110011011100
3867,000000000000110101011010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110011011101
3868,000000000000110101011010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110011011111
3869,000000000000110101011010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110100011101
3870,000000000000110101011010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110101010011
3871,000000000000110101011010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110101010100
3872,000000000000110101011010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110101011010
3873,000000000000110101011010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110101011011
3874,000000000000110101011010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110101011100
3875,000000000000110101011010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110101011101
3876,000000000000110101011010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110101011111
3877,000000000000110101011010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110111011011
3878,000000000000110101011010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110111011101
3879,000000000000110101011010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111101011101
3880,000000000000110101011010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000
3881,000000000000110101011010000000000000000000000000000000000000000000000000000000000000000000000000000000000010001101100000000000000
3882,000000000000110101011010000000000000000000000000000000000000000000000000000000000000000000000000000000000010001110100000000000000
3883,000000000000110101011010000000000000000000000000000000000000000000000000000000000000000000000000000000000010011101100000000000000
3884,000000000000110101011010000000000000000000000000000000000000000000000000000000000000000000000000000000000010011110100000000000000
3885,000000000000110101011010000000000000000000000000000000000000000000000000000000000000000000000000000000000010101101100000000000000
3886,000000000000110101011010000000000000000000000000000000000000000000000000000000000000000000000000000000000011001001100000000000000
3887,000000000000110101011010000000000000000000000000000000000000000000000000000000000000000000000000000000000011001010100000000000000
3888,000000000000110101011010000000000000000000000000000000000000000000000000000000000000000000000000000000000011001010110000000000000
3889,000000000000110101011010000000000000000000000000000000000000000000000000000000000000000000000000000000000011001101000000000000000
3890,000000000000110101011010000000000000000000000000000000000000000000000000000000000000000000000000000000000011001101100000000000000
3891,000000000000110101011010000000000000000000000000000000000000000000000000000000000000000000000000000000000011001101110000000000000
3892,000000000000110101011010000000000000000000000000000000000000000000000000000000000000000000000000000000000011001110000000000000000
3893,000000000000110101011010000000000000000000000000000000000000000000000000000000000000000000000000000000000011001110100000000000000
3894,000000000000110101011010000000000000000000000000000000000000000000000000000000000000000000000000000000000011001110110000000000000
3895,000000000000110101011010000000000000000000000000000000000000000000000000000000000000000000000000000000000011010000100000000000000
3896,000000000000110101011010000000000000000000000000000000000000000000000000000000000000000000000000000000000011010001100000000000000
3897,000000000000110101011010000000000000000000000000000000000000000000000000000000000000000000000000000000000011010001110000000000000
3898,000000000000110101011010000000000000000000000000000000000000000000000000000000000000000000000000000000000011010010100000000000000
3899,000000000000110101011010000000000000000000000000000000000000000000000000000000000000000000000000000000000011010010110000000000000
3900,000000000000110101011010000000000000000000000000000000000000000000000000000000000000000000000000000000000011010101100000000000000
3901,000000000000110101011010000000000000000000000000000000000000000000000000000000000000000000000000000000000011010110100000000000000
3902,000000000000110101011010000000000000000000000000000000000000000000000000000000000000000000000000000000000011011101100000000000000
3903,000000000000110101011010000000000000000000000000000000000000000000000000000000000000000000000000000000000011011101110000000000000
3904,000000000000110101011010000000000000000000000000000000000000000000000000000000000000000000000000000000000011011110100000000000000
3905,000000000000110101011010000000000000000000000000000000000000000000000000000000000000000000000000000000000011011110110000000000000
3906,000000000000110101011010000000000000000000000000000000000000000000000000000000000000000000000000000000000011101001100000000000000
3907,000000000000110101011010000000000000000000000000000000000000000000000000000000000000000000000000000000000011101101000000000000000
3908,000000000000110101011010000000000000000000000000000000000000000000000000000000000000000000000000000000000011101101100000000000000
3909,000000000000110101011010000000000000000000000000000000000000000000000000000000000000000000000000000000000011101101110000000000000
3910,000000000000110101011010000000000000000000000000000000000000000000000000000000000000000000000000000000000011101110100000000000000
3911,000000000000110101011010000000000000000000000000000000000000000000000000000000000000000000000000000000000011101110110000000000000
3912,000000000000110101011010000000000000000000000000000000000000000000000000000000000000000000000000000000000011110001100000000000000
3913,000000000000110101011010000000000000000000000000000000000000000000000000000000000000000000000000000000000011110010100000000000000
3914,000000000000110101011010000000000000000000000000000000000000000000000000000000000000000000000000000000000011110010110000000000000
3915,000000000000110101011010000000000000000000000000000000000000000000000000000000000000000000000000000000000011110110100000000000000
3916,000000000000110101011010000000000000000000000000000000000000000000000000000000000000000000000000000000000011111101100000000000000
3917,000000000000110101011010000000000000000000000000000000000000000000000000000000000000000000000000000000000011111101110000000000000
3918,000000000000110101011010000000000000000000000000000000000000000000000000000000000000000000000000000000000011111110100000000000000
3919,000000000000110101011010000000000000000000000000000000000000000000000000000000000000000000000000000000000111001101100000000000000
3920,000000000000110101011010000000000000000000000000000000000000000000000000000000000000000000000000000000000111001110100000000000000
3921,000000000000110101011010000000000000000000000000000000000000000000000000000000000000000000000000000000000111001110110000000000000
3922,000000000000110101011010000000000000000000000000000000000000000000000000000000000000000000000000000000000111011110100000000000000
3923,000000000000110101011010000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000001110011011011
3924,000000000000110101011010000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000001110011011101
3925,000000000000110101011010000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000001110101011011
3926,000000000000110101011010000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000001110101011101
3927,000000000000110101011010000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000010000000000000
3928,000000000000110101011010000000000000000000000000000000000000000000000000000000000000000000000000000000001011001101100000000000000
3929,000000000000110101011010000000000000000000000000000000000000000000000000000000000000000000000000000000001011001101110000000000000
3930,000000000000110101011010000000000000000000000000000000000000000000000000000000000000000000000000000000001011001110100000000000000
3931,000000000000110101011010000000000000000000000000000000000000000000000000000000000000000000000000000000001011001110110000000000000
3932,000000000000110101011010000000000000000000000000000000000000000000000000000000000000000000000000000000001011010001100000000000000
3933,000000000000110101011010000000000000000000000000000000000000000000000000000000000000000000000000000000001011010010100000000000000
3934,000000000000110101011010000000000000000000000000000000000000000000000000000000000000000000000000000000001011011101100000000000000
3935,000000000000110101011010000000000000000000000000000000000000000000000000000000000000000000000000000000001011011110100000000000000
3936,000000000000110101011010000000000000000000000000000000000000000000000000000000000000000000000000000000001011101101100000000000000
3937,000000000000110101011010000000000000000000000000000000000000000000000000000000000000000000000000000000001011101110100000000000000
3938,000000000000110101011010000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000001110011011011
3939,000000000000110101011010000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000001110011011101
3940,000000000000110101011010000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000001110101011011
3941,000000000000110101011010000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000001110101011101
3942,000000000000110101011010000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000010000000000000
3943,000000000000110101011010000000000000000000000000000000000000000000000000000000000000000000000000000000010000001110100000000000000
3944,000000000000110101011010000000000000000000000000000000000000000000000000000000000000000000000000000000010001001101100000000000000
3945,000000000000110101011010000000000000000000000000000000000000000000000000000000000000000000000000000000010010001110100000000000000
3946,000000000000110101011010000000000000000000000000000000000000000000000000000000000000000000000000000000010011001101100000000000000
3947,000000000000110101011010000000000000000000000000000000000000000000000000000000000000000000000000000000010011001101110000000000000
3948,000000000000110101011010000000000000000000000000000000000000000000000000000000000000000000000000000000010011001110100000000000000
3949,000000000000110101011010000000000000000000000000000000000000000000000000000000000000000000000000000000010011001110110000000000000
3950,000000000000110101011010000000000000000000000000000000000000000000000000000000000000000000000000000000010011010001100000000000000
3951,000000000000110101011010000000000000000000000000000000000000000000000000000000000000000000000000000000010011010010100000000000000
3952,000000000000110101011010000000000000000000000000000000000000000000000000000000000000000000000000000000010011010101100000000000000
3953,000000000000110101011010000000000000000000000000000000000000000000000000000000000000000000000000000000010011011010100000000000000
3954,000000000000110101011010000000000000000000000000000000000000000000000000000000000000000000000000000000010011011101100000000000000
3955,000000000000110101011010000000000000000000000000000000000000000000000000000000000000000000000000000000010011011101110000000000000
3956,000000000000110101011010000000000000000000000000000000000000000000000000000000000000000000000000000000010011011110100000000000000
3957,000000000000110101011010000000000000000000000000000000000000000000000000000000000000000000000000000000010011101101100000000000000
3958,000000000000110101011010000000000000000000000000000000000000000000000000000000000000000000000000000000010011101110100000000000000
3959,000000000000110101011010000000000000000000000000000000000000000000000000000000000000000000000000000000011011011110100000000000000
3960,000000000000110101011010000000000000000000000000000000000000000000000000000000000000000000000011111001110011001110100000000000000
3961,000000000000110101011010000000000000000000000000000000000000011101011111000000000000000000000000000000000011001101100000000000000
3962,000000000000110101011010000000000000000000000000000000000000011101011111000000000000000000000000000000001011001101100000000000000
3963,000000000000110101011010000000000000000000000000000000000000011101011111000000000000000000000000000000001011001110100000000000000
3964,000000000000110101011010000000000000000000000000000000000000011101110111000000000000000000000000000000001000000000000000000011101
3965,000000000000110101011010000000000000000000000000000000000000011101111111000000000000000000000000000000000011001110100000000000000
3966,000000000000110101011010000000000000000000000000000000000000011101111111000000000000000000000000000000001011001110100000000000000
3967,000000000000110101011010000000000000000000000000011011111001100000000000000000000000000000000000000000001011001110100000000000000
3968,000000000000110101011010000000000000000000000000011011111001100000000000000000000000000000000000000000010000011110100000000000000
3969,000000000000110101011010000000000000000000000000011011111001100000000000000000000000000000000000000000010011001101100000000000000
3970,000000000000110101011010000000000000000000000000011011111101100000000000000000000000000000000000000000010000000000001110011011011
3971,000000000000110101011010000000000000000000000000011011111101100000000000000000000000000000000000000000010011001101100000000000000
3972,000000000000110101011010000000000000000000000000011011111101100000000000000000000000000000000000000000010011001110100000000000000
3973,000000000000110101011010000000000000000000000000011011111110100000000000000000000000000000000000000000000011001101100000000000000
3974,000000000000110101011010000000000000000000000000011011111110100000000000000000000000000000000000000000000011001110100000000000000
3975,000000000000110101011010000000000000000000000000011011111110100000000000000000000000000000000000000000001011001101100000000000000
3976,000000000000110101011010000000000000000000000000011011111110100000000000000000000000000000000000000000001011001110100000000000000
3977,000000000000110101011010000000000000000000000000011011111110100000000000000000000000000000000000000000010000000000001110011011011
3978,000000000000110101011010000000000000000000000000011011111110100000000000000000000000000000000000000000010000000000001110101011101
3979,000000000000110101011010000000000000000000000000011011111110100000000000000000000000000000000000000000010011001110100000000000000
3980,000000000000110101011010000000000000011110111011100000000000000000000000000000000000000000000000000000000011011101100000000000000
3981,000000000000110101011010000000000000011110111011100000000000000000000000000000000000000000000000000000001011001110100000000000000
3982,000000000000110101011010000000000000011110111110100000000000000000000000000000000000000000000000000000000011011101100000000000000
3983,000000000000110101011010000000000000011110111110100000000000000000000000000000000000000000000000000000010011001101100000000000000
3984,000000000000110101011010000000000000011110111110100000000000000000000000000000000000000000000000000000010011001110100000000000000
3985,000000000000110101011010000000000000011110111111100000000000000000000000000000000000000000000000000000001011001101100000000000000
3986,000000000000110101011010000000000000011110111111100000000000000000000000000000000000000000000000000000001011001110100000000000000
3987,000000000000110101011010000000000000011110111111100000000000000000000000000000000000000000000000000000010011001101100000000000000
3988,000000000000110101011010000000000000011110111111100000000000000000000000000000000000000000000000000000010011001110100000000000000
3989,000000000000110101011010111110111010100000000000000000000000000000000000000000000000000000000000000000001000000000000000000011101
3990,000000000000110101011010111110111010100000000000000000000000000000000000000000000000000000000000000000001011001110100000000000000
3991,000000000000110101011010111110111010100000000000000000000000000000000000000000000000000000000000000000010000000000001110011011101
3992,000000000000110101011010111110111010100000000000000000000000000000000000000000000000000000000000000000010000000000001110101011011
3993,000000000000110101011010111110111010100000000000000000000000000000000000000000000000000000000000000000010011001101100000000000000
3994,000000000000110101011010111110111010100000000000000000000000000000000000000000000000000000000000000000010011001110100000000000000
3995,000000000000110101011010111110111011100000000000000000000000000000000000000000000000000000000000000000001011001101100000000000000
3996,000000000000110101011010111110111011100000000000000000000000000000000000000000000000000000000000000000010011001101100000000000000
3997,000000000000110101011010111110111011100000000000000000000000000000000000000000000000000000000000000000010011001110100000000000000
3998,000000000000110101011010111110111110100000000000000000000000000000000000000000000000000000000000000000000011001101100000000000000
3999,000000000000110101011010111110111110100000000000000000000000000000000000000000000000000000000000000000001011001101100000000000000
4000,000000000000110101011010111110111110100000000000000000000000000000000000000000000000000000000000000000010011001101100000000000000
4001,000000000000110101011010111110111110100000000000000000000000000000000000000000000000000000000000000000010011001110100000000000000
4002,000000000000110101011010111110111111100000000000000000000000000000000000000000000000000000000000000000001000000000001110011011011
4003,000000000000110101011010111110111111100000000000000000000000000000000000000000000000000000000000000000001000000000001110011011101
4004,000000000000110101011010111110111111100000000000000000000000000000000000000000000000000000000000000000001011001101100000000000000
4005,000000000000110101011010111110111111100000000000000000000000000000000000000000000000000000000000000000010000000000001110011011101
4006,000000000000110101011010111110111111100000000000000000000000000000000000000000000000000000000000000000010011001110100000000000000
4007,000000000000110101011011000000000000000000000000000000000000000000000000000000000000000000000000000000000011001101100000000000000
4008,000000000000110101011011000000000000000000000000000000000000000000000000000000000000000000000000000000000011001110100000000000000
4009,000000000000110101011011000000000000000000000000000000000000000000000000000000000000000000000000000000001011001101100000000000000
4010,000000000000110101011011000000000000000000000000000000000000000000000000000000000000000000000000000000001011001110100000000000000
4011,000000000000110101011011000000000000011110111110100000000000000000000000000000000000000000000000000000010011001101100000000000000
4012,000000000000110101011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110011001011
4013,000000000000110101011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110011010011
4014,000000000000110101011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110011011010
4015,000000000000110101011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110011011011
4016,000000000000110101011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110011011100
4017,000000000000110101011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110011011101
4018,000000000000110101011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110101001101
4019,000000000000110101011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110101010011
4020,000000000000110101011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110101011011
4021,000000000000110101011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110101011101
4022,000000000000110101011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110101011111
4023,000000000000110101011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110111011011
4024,000000000000110101011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110111011101
4025,000000000000110101011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000
4026,000000000000110101011100000000000000000000000000000000000000000000000000000000000000000000000000000000000010001101100000000000000
4027,000000000000110101011100000000000000000000000000000000000000000000000000000000000000000000000000000000000010001101110000000000000
4028,000000000000110101011100000000000000000000000000000000000000000000000000000000000000000000000000000000000010001110100000000000000
4029,000000000000110101011100000000000000000000000000000000000000000000000000000000000000000000000000000000000010101101100000000000000
4030,000000000000110101011100000000000000000000000000000000000000000000000000000000000000000000000000000000000010101110100000000000000
4031,000000000000110101011100000000000000000000000000000000000000000000000000000000000000000000000000000000000011001001100000000000000
4032,000000000000110101011100000000000000000000000000000000000000000000000000000000000000000000000000000000000011001010100000000000000
4033,000000000000110101011100000000000000000000000000000000000000000000000000000000000000000000000000000000000011001010110000000000000
4034,000000000000110101011100000000000000000000000000000000000000000000000000000000000000000000000000000000000011001101000000000000000
4035,000000000000110101011100000000000000000000000000000000000000000000000000000000000000000000000000000000000011001101100000000000000
4036,000000000000110101011100000000000000000000000000000000000000000000000000000000000000000000000000000000000011001101110000000000000
4037,000000000000110101011100000000000000000000000000000000000000000000000000000000000000000000000000000000000011001110000000000000000
4038,000000000000110101011100000000000000000000000000000000000000000000000000000000000000000000000000000000000011001110100000000000000
4039,000000000000110101011100000000000000000000000000000000000000000000000000000000000000000000000000000000000011001110110000000000000
4040,000000000000110101011100000000000000000000000000000000000000000000000000000000000000000000000000000000000011001111100000000000000
4041,000000000000110101011100000000000000000000000000000000000000000000000000000000000000000000000000000000000011010000100000000000000
4042,000000000000110101011100000000000000000000000000000000000000000000000000000000000000000000000000000000000011010001100000000000000
4043,000000000000110101011100000000000000000000000000000000000000000000000000000000000000000000000000000000000011010001110000000000000
4044,000000000000110101011100000000000000000000000000000000000000000000000000000000000000000000000000000000000011010010100000000000000
4045,000000000000110101011100000000000000000000000000000000000000000000000000000000000000000000000000000000000011010010110000000000000
4046,000000000000110101011100000000000000000000000000000000000000000000000000000000000000000000000000000000000011010101100000000000000
4047,000000000000110101011100000000000000000000000000000000000000000000000000000000000000000000000000000000000011010101110000000000000
4048,000000000000110101011100000000000000000000000000000000000000000000000000000000000000000000000000000000000011010110100000000000000
4049,000000000000110101011100000000000000000000000000000000000000000000000000000000000000000000000000000000000011011101100000000000000
4050,000000000000110101011100000000000000000000000000000000000000000000000000000000000000000000000000000000000011011101110000000000000
4051,000000000000110101011100000000000000000000000000000000000000000000000000000000000000000000000000000000000011011110100000000000000
4052,000000000000110101011100000000000000000000000000000000000000000000000000000000000000000000000000000000000011011110110000000000000
4053,000000000000110101011100000000000000000000000000000000000000000000000000000000000000000000000000000000000011101101000000000000000
4054,000000000000110101011100000000000000000000000000000000000000000000000000000000000000000000000000000000000011101101100000000000000
4055,000000000000110101011100000000000000000000000000000000000000000000000000000000000000000000000000000000000011101101110000000000000
4056,000000000000110101011100000000000000000000000000000000000000000000000000000000000000000000000000000000000011101110000000000000000
4057,000000000000110101011100000000000000000000000000000000000000000000000000000000000000000000000000000000000011101110010000000000000
4058,000000000000110101011100000000000000000000000000000000000000000000000000000000000000000000000000000000000011101110100000000000000
4059,000000000000110101011100000000000000000000000000000000000000000000000000000000000000000000000000000000000011101110110000000000000
4060,000000000000110101011100000000000000000000000000000000000000000000000000000000000000000000000000000000000011110001100000000000000
4061,000000000000110101011100000000000000000000000000000000000000000000000000000000000000000000000000000000000011110010100000000000000
4062,000000000000110101011100000000000000000000000000000000000000000000000000000000000000000000000000000000000011110101100000000000000
4063,000000000000110101011100000000000000000000000000000000000000000000000000000000000000000000000000000000000011110110110000000000000
4064,000000000000110101011100000000000000000000000000000000000000000000000000000000000000000000000000000000000011111101100000000000000
4065,000000000000110101011100000000000000000000000000000000000000000000000000000000000000000000000000000000000011111110100000000000000
4066,000000000000110101011100000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000001110011011101
4067,000000000000110101011100000000000000000000000000000000000000000000000000000000000000000000000000000000000111001101100000000000000
4068,000000000000110101011100000000000000000000000000000000000000000000000000000000000000000000000000000000000111001101110000000000000
4069,000000000000110101011100000000000000000000000000000000000000000000000000000000000000000000000000000000000111001110100000000000000
4070,000000000000110101011100000000000000000000000000000000000000000000000000000000000000000000000000000000000111001110110000000000000
4071,000000000000110101011100000000000000000000000000000000000000000000000000000000000000000000000000000000000111010000100000000000000
4072,000000000000110101011100000000000000000000000000000000000000000000000000000000000000000000000000000000000111010110100000000000000
4073,000000000000110101011100000000000000000000000000000000000000000000000000000000000000000000000000000000000111011101100000000000000
4074,000000000000110101011100000000000000000000000000000000000000000000000000000000000000000000000000000000000111011110100000000000000
4075,000000000000110101011100000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000001110011011011
4076,000000000000110101011100000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000001110011011101
4077,000000000000110101011100000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000001110011011111
4078,000000000000110101011100000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000001110101011011
4079,000000000000110101011100000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000001110101011101
4080,000000000000110101011100000000000000000000000000000000000000000000000000000000000000000000000000000000001001001110100000000000000
4081,000000000000110101011100000000000000000000000000000000000000000000000000000000000000000000000000000000001010001101100000000000000
4082,000000000000110101011100000000000000000000000000000000000000000000000000000000000000000000000000000000001011001101000000000000000
4083,000000000000110101011100000000000000000000000000000000000000000000000000000000000000000000000000000000001011001101100000000000000
4084,000000000000110101011100000000000000000000000000000000000000000000000000000000000000000000000000000000001011001101110000000000000
4085,000000000000110101011100000000000000000000000000000000000000000000000000000000000000000000000000000000001011001110100000000000000
4086,000000000000110101011100000000000000000000000000000000000000000000000000000000000000000000000000000000001011001110110000000000000
4087,000000000000110101011100000000000000000000000000000000000000000000000000000000000000000000000000000000001011010001100000000000000
4088,000000000000110101011100000000000000000000000000000000000000000000000000000000000000000000000000000000001011010010100000000000000
4089,000000000000110101011100000000000000000000000000000000000000000000000000000000000000000000000000000000001011010101100000000000000
4090,000000000000110101011100000000000000000000000000000000000000000000000000000000000000000000000000000000001011010110100000000000000
4091,000000000000110101011100000000000000000000000000000000000000000000000000000000000000000000000000000000001011011101100000000000000
4092,000000000000110101011100000000000000000000000000000000000000000000000000000000000000000000000000000000001011011110100000000000000
4093,000000000000110101011100000000000000000000000000000000000000000000000000000000000000000000000000000000001011101101100000000000000
4094,000000000000110101011100000000000000000000000000000000000000000000000000000000000000000000000000000000001011101110100000000000000
4095,000000000000110101011100000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000001110011011011
4096,000000000000110101011100000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000001110011011101
4097,000000000000110101011100000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000001110101011011
4098,000000000000110101011100000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000001110101011101
4099,000000000000110101011100000000000000000000000000000000000000000000000000000000000000000000000000000000010000001101100000000000000
4100,000000000000110101011100000000000000000000000000000000000000000000000000000000000000000000000000000000010001001101100000000000000
4101,000000000000110101011100000000000000000000000000000000000000000000000000000000000000000000000000000000010011001101100000000000000
4102,000000000000110101011100000000000000000000000000000000000000000000000000000000000000000000000000000000010011001101110000000000000
4103,000000000000110101011100000000000000000000000000000000000000000000000000000000000000000000000000000000010011001110100000000000000
4104,000000000000110101011100000000000000000000000000000000000000000000000000000000000000000000000000000000010011001110110000000000000
4105,000000000000110101011100000000000000000000000000000000000000000000000000000000000000000000000000000000010011010001100000000000000
4106,000000000000110101011100000000000000000000000000000000000000000000000000000000000000000000000000000000010011010001110000000000000
4107,000000000000110101011100000000000000000000000000000000000000000000000000000000000000000000000000000000010011011101100000000000000
4108,000000000000110101011100000000000000000000000000000000000000000000000000000000000000000000000000000000010011011110100000000000000
4109,000000000000110101011100000000000000000000000000000000000000000000000000000000000000000000000000000000010011101101100000000000000
4110,000000000000110101011100000000000000000000000000000000000000000000000000000000000000000000000000000000010011101110100000000000000
4111,000000000000110101011100000000000000000000000000000000000000000000000000001111100110000000000000000000001000000000000000000011011
4112,000000000000110101011100000000000000000000000000000000000000000000000000001111100110000000000000000000001000000000010000000000000
4113,000000000000110101011100000000000000000000000000000000000000000000000000001111101010000000000000000000010011001110100000000000000
4114,000000000000110101011100000000000000000000000000000000000000000000000000010000000000000000000000000000000011001101100000000000000
4115,000000000000110101011100000000000000000000000000000000000000011101011111000000000000000000000000000000000011001110100000000000000
4116,000000000000110101011100000000000000000000000000000000000000011101011111000000000000000000000000000000001011001110100000000000000
4117,000000000000110101011100000000000000000000000000000000000000011101110111000000000000000000000000000000000000000000010000000000000
4118,000000000000110101011100000000000000000000000000000000000000011101111111000000000000000000000000000000000011001110100000000000000
4119,000000000000110101011100000000000000000000000000011011111001100000000000000000000000000000000000000000001011001101100000000000000
4120,000000000000110101011100000000000000000000000000011011111001100000000000000000000000000000000000000000010011001101100000000000000
4121,000000000000110101011100000000000000000000000000011011111101100000000000000000000000000000000000000000000011001101100000000000000
4122,000000000000110101011100000000000000000000000000011011111101100000000000000000000000000000000000000000010000000000001110011011011
4123,000000000000110101011100000000000000000000000000011011111101100000000000000000000000000000000000000000010011001101100000000000000
4124,000000000000110101011100000000000000000000000000011011111110100000000000000000000000000000000000000000000011001101100000000000000
4125,000000000000110101011100000000000000000000000000011011111110100000000000000000000000000000000000000000000011001101110000000000000
4126,000000000000110101011100000000000000000000000000011011111110100000000000000000000000000000000000000000001011001101100000000000000
4127,000000000000110101011100000000000000000000000000011011111110100000000000000000000000000000000000000000001011001110100000000000000
4128,000000000000110101011100000000000000000000000000011011111110100000000000000000000000000000000000000000010000000000001110011011011
4129,000000000000110101011100000000000000000000000000011011111110100000000000000000000000000000000000000000010000000000001110101011011
4130,000000000000110101011100000000000000000000000000011011111110100000000000000000000000000000000000000000010000000000001110101011101
4131,000000000000110101011100000000000000000000000000011011111110100000000000000000000000000000000000000000010011001110100000000000000
4132,000000000000110101011100000000000000011110111011100000000000000000000000000000000000000000000000000000010011001101100000000000000
4133,000000000000110101011100000000000000011110111110100000000000000000000000000000000000000000000000000000000011001110100000000000000
4134,000000000000110101011100000000000000011110111110100000000000000000000000000000000000000000000000000000001011001101100000000000000
4135,000000000000110101011100000000000000011110111110100000000000000000000000000000000000000000000000000000010000001101100000000000000
4136,000000000000110101011100000000000000011110111110100000000000000000000000000000000000000000000000000000010011001101100000000000000
4137,000000000000110101011100000000000000011110111110100000000000000000000000000000000000000000000000000000010011001110100000000000000
4138,000000000000110101011100000000000000011110111110100000000000000000000000000000000000000000000000000000010011011101100000000000000
4139,000000000000110101011100000000000000011110111111100000000000000000000000000000000000000000000000000000001011001101100000000000000
4140,000000000000110101011100000000000000011110111111100000000000000000000000000000000000000000000000000000001011001110100000000000000
4141,000000000000110101011100000000000000011110111111100000000000000000000000000000000000000000000000000000010011001101100000000000000
4142,000000000000110101011100111110111010100000000000000000000000000000000000000000000000000000000000000000001000000000001110101011011
4143,000000000000110101011100111110111010100000000000000000000000000000000000000000000000000000000000000000010000000000001110011011101
4144,000000000000110101011100111110111010100000000000000000000000000000000000000000000000000000000000000000010011001101100000000000000
