line,station,feature_nr,name,nunique,nunique_fault,unique,unique_fault,val_most_common,val_most_common_fault,nunique_diff,same_most_common,prod_passed,prod_passed_rel,prod_passed_fault,prod_passed_fault_rel,ratio_fault,different_most_common
1,24,961,L1_S24_F961,1,1,[ 1.],[ 1.],1.0,1.0,0,1,11834,0.00999706863037,57,0.0082860880942,0.828851776512,0
1,24,962,L1_S24_F962,3,3,[    512.  262144.    1372.],[    512.  262144.    1372.],512.0,512.0,0,1,9,7.60297597375e-06,0,0.0,0.0,0
1,24,964,L1_S24_F964,1,1,[ 1.],[ 1.],1.0,1.0,0,1,9,7.60297597375e-06,0,0.0,0.0,0
1,24,966,L1_S24_F966,1,1,[ 1.],[ 1.],1.0,1.0,0,1,11834,0.00999706863037,57,0.0082860880942,0.828851776512,0
1,24,967,L1_S24_F967,3,3,[    512.  262144.    1372.],[    512.  262144.    1372.],512.0,512.0,0,1,9,7.60297597375e-06,0,0.0,0.0,0
1,24,969,L1_S24_F969,1,1,[ 1.],[ 1.],1.0,1.0,0,1,9,7.60297597375e-06,0,0.0,0.0,0
1,24,971,L1_S24_F971,1,1,[ 1.],[ 1.],1.0,1.0,0,1,11834,0.00999706863037,57,0.0082860880942,0.828851776512,0
1,24,972,L1_S24_F972,3,3,[    512.  262144.    1372.],[    512.  262144.    1372.],512.0,512.0,0,1,9,7.60297597375e-06,0,0.0,0.0,0
1,24,974,L1_S24_F974,1,1,[ 1.],[ 1.],1.0,1.0,0,1,9,7.60297597375e-06,0,0.0,0.0,0
1,24,976,L1_S24_F976,1,1,[ 1.],[ 1.],1.0,1.0,0,1,11834,0.00999706863037,57,0.0082860880942,0.828851776512,0
1,24,977,L1_S24_F977,3,3,[    512.  262144.    1372.],[    512.  262144.    1372.],512.0,512.0,0,1,9,7.60297597375e-06,0,0.0,0.0,0
1,24,979,L1_S24_F979,1,1,[ 1.],[ 1.],1.0,1.0,0,1,9,7.60297597375e-06,0,0.0,0.0,0
1,24,981,L1_S24_F981,1,1,[ 1.],[ 1.],1.0,1.0,0,1,11834,0.00999706863037,57,0.0082860880942,0.828851776512,0
1,24,982,L1_S24_F982,3,3,[    512.  262144.    1372.],[    512.  262144.    1372.],512.0,512.0,0,1,9,7.60297597375e-06,0,0.0,0.0,0
1,24,984,L1_S24_F984,1,1,[ 1.],[ 1.],1.0,1.0,0,1,9,7.60297597375e-06,0,0.0,0.0,0
1,24,986,L1_S24_F986,1,1,[ 1.],[ 1.],1.0,1.0,0,1,11834,0.00999706863037,57,0.0082860880942,0.828851776512,0
1,24,987,L1_S24_F987,3,3,[    512.  262144.    1372.],[    512.  262144.    1372.],512.0,512.0,0,1,9,7.60297597375e-06,0,0.0,0.0,0
1,24,989,L1_S24_F989,1,1,[ 1.],[ 1.],1.0,1.0,0,1,9,7.60297597375e-06,0,0.0,0.0,0
1,24,991,L1_S24_F991,1,1,[ 1.],[ 1.],1.0,1.0,0,1,11834,0.00999706863037,57,0.0082860880942,0.828851776512,0
1,24,992,L1_S24_F992,3,3,[    512.  262144.    1372.],[    512.  262144.    1372.],512.0,512.0,0,1,9,7.60297597375e-06,0,0.0,0.0,0
1,24,994,L1_S24_F994,1,1,[ 1.],[ 1.],1.0,1.0,0,1,9,7.60297597375e-06,0,0.0,0.0,0
1,24,996,L1_S24_F996,1,1,[ 1.],[ 1.],1.0,1.0,0,1,11834,0.00999706863037,57,0.0082860880942,0.828851776512,0
1,24,997,L1_S24_F997,3,3,[    512.  262144.    1372.],[    512.  262144.    1372.],512.0,512.0,0,1,9,7.60297597375e-06,0,0.0,0.0,0
1,24,1017,L1_S24_F1017,1,1,[ 1.],[ 1.],1.0,1.0,0,1,2,1.68955021639e-06,0,0.0,0.0,0
1,24,1019,L1_S24_F1019,1,1,[ 1.],[ 1.],1.0,1.0,0,1,2,1.68955021639e-06,0,0.0,0.0,0
1,24,1020,L1_S24_F1020,1,1,[ 26808.],[ 26808.],26808.0,26808.0,0,1,2,1.68955021639e-06,0,0.0,0.0,0
1,24,1022,L1_S24_F1022,1,1,[ 1.],[ 1.],1.0,1.0,0,1,2,1.68955021639e-06,0,0.0,0.0,0
1,24,1024,L1_S24_F1024,1,1,[ 1.],[ 1.],1.0,1.0,0,1,2,1.68955021639e-06,0,0.0,0.0,0
1,24,1025,L1_S24_F1025,1,1,[ 26808.],[ 26808.],26808.0,26808.0,0,1,2,1.68955021639e-06,0,0.0,0.0,0
1,24,1027,L1_S24_F1027,1,1,[ 1.],[ 1.],1.0,1.0,0,1,2,1.68955021639e-06,0,0.0,0.0,0
1,24,1029,L1_S24_F1029,1,1,[ 1.],[ 1.],1.0,1.0,0,1,2,1.68955021639e-06,0,0.0,0.0,0
1,24,1030,L1_S24_F1030,1,1,[ 26808.],[ 26808.],26808.0,26808.0,0,1,2,1.68955021639e-06,0,0.0,0.0,0
1,24,1032,L1_S24_F1032,1,1,[ 1.],[ 1.],1.0,1.0,0,1,2,1.68955021639e-06,0,0.0,0.0,0
1,24,1034,L1_S24_F1034,1,1,[ 1.],[ 1.],1.0,1.0,0,1,2,1.68955021639e-06,0,0.0,0.0,0
1,24,1035,L1_S24_F1035,1,1,[ 26808.],[ 26808.],26808.0,26808.0,0,1,2,1.68955021639e-06,0,0.0,0.0,0
1,24,1037,L1_S24_F1037,1,1,[ 1.],[ 1.],1.0,1.0,0,1,2,1.68955021639e-06,0,0.0,0.0,0
1,24,1039,L1_S24_F1039,1,1,[ 1.],[ 1.],1.0,1.0,0,1,2,1.68955021639e-06,0,0.0,0.0,0
1,24,1040,L1_S24_F1040,1,1,[ 26808.],[ 26808.],26808.0,26808.0,0,1,2,1.68955021639e-06,0,0.0,0.0,0
1,24,1042,L1_S24_F1042,1,1,[ 1.],[ 1.],1.0,1.0,0,1,2,1.68955021639e-06,0,0.0,0.0,0
1,24,1044,L1_S24_F1044,1,1,[ 1.],[ 1.],1.0,1.0,0,1,2,1.68955021639e-06,0,0.0,0.0,0
1,24,1045,L1_S24_F1045,1,1,[ 26808.],[ 26808.],26808.0,26808.0,0,1,2,1.68955021639e-06,0,0.0,0.0,0
1,24,1047,L1_S24_F1047,1,1,[ 1.],[ 1.],1.0,1.0,0,1,2,1.68955021639e-06,0,0.0,0.0,0
1,24,1049,L1_S24_F1049,1,1,[ 1.],[ 1.],1.0,1.0,0,1,2,1.68955021639e-06,0,0.0,0.0,0
1,24,1050,L1_S24_F1050,1,1,[ 26808.],[ 26808.],26808.0,26808.0,0,1,2,1.68955021639e-06,0,0.0,0.0,0
1,24,1052,L1_S24_F1052,1,1,[ 1.],[ 1.],1.0,1.0,0,1,2,1.68955021639e-06,0,0.0,0.0,0
1,24,1054,L1_S24_F1054,1,1,[ 1.],[ 1.],1.0,1.0,0,1,2,1.68955021639e-06,0,0.0,0.0,0
1,24,1055,L1_S24_F1055,1,1,[ 26808.],[ 26808.],26808.0,26808.0,0,1,2,1.68955021639e-06,0,0.0,0.0,0
1,24,1057,L1_S24_F1057,1,1,[ 1.],[ 1.],1.0,1.0,0,1,2,1.68955021639e-06,0,0.0,0.0,0
1,24,1059,L1_S24_F1059,1,1,[ 1.],[ 1.],1.0,1.0,0,1,2,1.68955021639e-06,0,0.0,0.0,0
1,24,1060,L1_S24_F1060,1,1,[ 26808.],[ 26808.],26808.0,26808.0,0,1,2,1.68955021639e-06,0,0.0,0.0,0
1,24,1061,L1_S24_F1061,1,1,[ 1.],[ 1.],1.0,1.0,0,1,33,2.78775785704e-05,1,0.000145369966565,5.21458369125,0
1,24,1063,L1_S24_F1063,1,1,[ -2.14748365e+09],[ -2.14748365e+09],-2147483648.0,-2147483648.0,0,1,33,2.78775785704e-05,1,0.000145369966565,5.21458369125,0
1,24,1064,L1_S24_F1064,1,1,[ 3.],[ 3.],3.0,3.0,0,1,23827,0.020128456503,130,0.0188980956534,0.938874555566,0
1,24,1065,L1_S24_F1065,1,1,[ 1.],[ 1.],1.0,1.0,0,1,33,2.78775785704e-05,1,0.000145369966565,5.21458369125,0
1,24,1067,L1_S24_F1067,1,1,[ -2.14748365e+09],[ -2.14748365e+09],-2147483648.0,-2147483648.0,0,1,33,2.78775785704e-05,1,0.000145369966565,5.21458369125,0
1,24,1069,L1_S24_F1069,1,1,[ 1.],[ 1.],1.0,1.0,0,1,33,2.78775785704e-05,1,0.000145369966565,5.21458369125,0
1,24,1071,L1_S24_F1071,1,1,[ -2.14748365e+09],[ -2.14748365e+09],-2147483648.0,-2147483648.0,0,1,33,2.78775785704e-05,1,0.000145369966565,5.21458369125,0
1,24,1073,L1_S24_F1073,1,1,[ 1.],[ 1.],1.0,1.0,0,1,33,2.78775785704e-05,1,0.000145369966565,5.21458369125,0
1,24,1075,L1_S24_F1075,1,1,[ -2.14748365e+09],[ -2.14748365e+09],-2147483648.0,-2147483648.0,0,1,33,2.78775785704e-05,1,0.000145369966565,5.21458369125,0
1,24,1076,L1_S24_F1076,1,1,[ 1.],[ 1.],1.0,1.0,0,1,33,2.78775785704e-05,1,0.000145369966565,5.21458369125,0
1,24,1078,L1_S24_F1078,1,1,[ -2.14748365e+09],[ -2.14748365e+09],-2147483648.0,-2147483648.0,0,1,33,2.78775785704e-05,1,0.000145369966565,5.21458369125,0
1,24,1080,L1_S24_F1080,1,1,[ 1.],[ 1.],1.0,1.0,0,1,33,2.78775785704e-05,1,0.000145369966565,5.21458369125,0
1,24,1082,L1_S24_F1082,1,1,[ -2.14748365e+09],[ -2.14748365e+09],-2147483648.0,-2147483648.0,0,1,33,2.78775785704e-05,1,0.000145369966565,5.21458369125,0
1,24,1084,L1_S24_F1084,1,1,[ 1.],[ 1.],1.0,1.0,0,1,33,2.78775785704e-05,1,0.000145369966565,5.21458369125,0
1,24,1086,L1_S24_F1086,1,1,[ -2.14748365e+09],[ -2.14748365e+09],-2147483648.0,-2147483648.0,0,1,33,2.78775785704e-05,1,0.000145369966565,5.21458369125,0
1,24,1088,L1_S24_F1088,1,1,[ 1.],[ 1.],1.0,1.0,0,1,33,2.78775785704e-05,1,0.000145369966565,5.21458369125,0
1,24,1090,L1_S24_F1090,1,1,[ -2.14748365e+09],[ -2.14748365e+09],-2147483648.0,-2147483648.0,0,1,33,2.78775785704e-05,1,0.000145369966565,5.21458369125,0
1,24,1091,L1_S24_F1091,1,1,[ 1.],[ 1.],1.0,1.0,0,1,33,2.78775785704e-05,1,0.000145369966565,5.21458369125,0
1,24,1093,L1_S24_F1093,1,1,[ -2.14748365e+09],[ -2.14748365e+09],-2147483648.0,-2147483648.0,0,1,33,2.78775785704e-05,1,0.000145369966565,5.21458369125,0
1,24,1095,L1_S24_F1095,1,1,[ 1.],[ 1.],1.0,1.0,0,1,33,2.78775785704e-05,1,0.000145369966565,5.21458369125,0
1,24,1097,L1_S24_F1097,1,1,[ -2.14748365e+09],[ -2.14748365e+09],-2147483648.0,-2147483648.0,0,1,33,2.78775785704e-05,1,0.000145369966565,5.21458369125,0
1,24,1099,L1_S24_F1099,1,1,[ 1.],[ 1.],1.0,1.0,0,1,33,2.78775785704e-05,1,0.000145369966565,5.21458369125,0
1,24,1101,L1_S24_F1101,1,1,[ -2.14748365e+09],[ -2.14748365e+09],-2147483648.0,-2147483648.0,0,1,33,2.78775785704e-05,1,0.000145369966565,5.21458369125,0
1,24,1103,L1_S24_F1103,1,1,[ 1.],[ 1.],1.0,1.0,0,1,33,2.78775785704e-05,1,0.000145369966565,5.21458369125,0
1,24,1105,L1_S24_F1105,1,1,[ -2.14748365e+09],[ -2.14748365e+09],-2147483648.0,-2147483648.0,0,1,33,2.78775785704e-05,1,0.000145369966565,5.21458369125,0
1,24,1107,L1_S24_F1107,1,1,[ 1.],[ 1.],1.0,1.0,0,1,33,2.78775785704e-05,1,0.000145369966565,5.21458369125,0
1,24,1109,L1_S24_F1109,1,1,[ -2.14748365e+09],[ -2.14748365e+09],-2147483648.0,-2147483648.0,0,1,33,2.78775785704e-05,1,0.000145369966565,5.21458369125,0
1,24,1111,L1_S24_F1111,1,1,[ 1.],[ 1.],1.0,1.0,0,1,33,2.78775785704e-05,1,0.000145369966565,5.21458369125,0
1,24,1113,L1_S24_F1113,1,1,[ -2.14748365e+09],[ -2.14748365e+09],-2147483648.0,-2147483648.0,0,1,33,2.78775785704e-05,1,0.000145369966565,5.21458369125,0
1,24,1114,L1_S24_F1114,5,1,[ 3.  2.  4.  5.  1.],[ 3.],3.0,3.0,4,1,27202,0.0229795724931,203,0.0295101032127,1.28418852098,0
1,24,1115,L1_S24_F1115,1,1,[ 1.],[ 1.],1.0,1.0,0,1,1,8.44775108195e-07,0,0.0,0.0,0
1,24,1117,L1_S24_F1117,1,1,[ 4.],[ 4.],4.0,4.0,0,1,1,8.44775108195e-07,0,0.0,0.0,0
1,24,1119,L1_S24_F1119,1,1,[ 1.],[ 1.],1.0,1.0,0,1,1,8.44775108195e-07,0,0.0,0.0,0
1,24,1121,L1_S24_F1121,1,1,[ 4.],[ 4.],4.0,4.0,0,1,1,8.44775108195e-07,0,0.0,0.0,0
1,24,1123,L1_S24_F1123,1,1,[ 1.],[ 1.],1.0,1.0,0,1,1,8.44775108195e-07,0,0.0,0.0,0
1,24,1125,L1_S24_F1125,1,1,[ 4.],[ 4.],4.0,4.0,0,1,1,8.44775108195e-07,0,0.0,0.0,0
1,24,1127,L1_S24_F1127,1,1,[ 1.],[ 1.],1.0,1.0,0,1,1,8.44775108195e-07,0,0.0,0.0,0
1,24,1129,L1_S24_F1129,1,1,[ 4.],[ 4.],4.0,4.0,0,1,1,8.44775108195e-07,0,0.0,0.0,0
1,24,1131,L1_S24_F1131,1,1,[ 1.],[ 1.],1.0,1.0,0,1,1,8.44775108195e-07,0,0.0,0.0,0
1,24,1133,L1_S24_F1133,1,1,[ 4.],[ 4.],4.0,4.0,0,1,1,8.44775108195e-07,0,0.0,0.0,0
1,24,1136,L1_S24_F1136,1,1,[ 1.],[ 1.],1.0,1.0,0,1,27177,0.0229584531154,203,0.0295101032127,1.28536984022,0
1,24,1137,L1_S24_F1137,5,1,[ 3.  2.  4.  5.  1.],[ 3.],3.0,3.0,4,1,27177,0.0229584531154,203,0.0295101032127,1.28536984022,0
1,24,1139,L1_S24_F1139,1,1,[ 1.],[ 1.],1.0,1.0,0,1,27177,0.0229584531154,203,0.0295101032127,1.28536984022,0
1,24,1140,L1_S24_F1140,5,1,[ 3.  2.  4.  5.  1.],[ 3.],3.0,3.0,4,1,27177,0.0229584531154,203,0.0295101032127,1.28536984022,0
1,24,1142,L1_S24_F1142,1,1,[ 1.],[ 1.],1.0,1.0,0,1,27177,0.0229584531154,203,0.0295101032127,1.28536984022,0
1,24,1144,L1_S24_F1144,1,1,[ 1.],[ 1.],1.0,1.0,0,1,27177,0.0229584531154,203,0.0295101032127,1.28536984022,0
1,24,1147,L1_S24_F1147,1,1,[ 1.],[ 1.],1.0,1.0,0,1,27177,0.0229584531154,203,0.0295101032127,1.28536984022,0
1,24,1150,L1_S24_F1150,1,1,[ 1.],[ 1.],1.0,1.0,0,1,27177,0.0229584531154,203,0.0295101032127,1.28536984022,0
1,24,1152,L1_S24_F1152,1,1,[ 1.],[ 1.],1.0,1.0,0,1,27177,0.0229584531154,203,0.0295101032127,1.28536984022,0
1,24,1154,L1_S24_F1154,1,1,[ 1.],[ 1.],1.0,1.0,0,1,27177,0.0229584531154,203,0.0295101032127,1.28536984022,0
1,24,1156,L1_S24_F1156,1,1,[ 1.],[ 1.],1.0,1.0,0,1,26812,0.0226501102009,200,0.029073993313,1.28361376855,0
1,24,1157,L1_S24_F1157,0,0,[],[],,,0,0,0,0.0,0,0.0,,1
1,24,1159,L1_S24_F1159,0,0,[],[],,,0,0,0,0.0,0,0.0,,1
1,24,1160,L1_S24_F1160,0,0,[],[],,,0,0,0,0.0,0,0.0,,1
1,24,1162,L1_S24_F1162,1,1,[ 1.],[ 1.],1.0,1.0,0,1,4,3.37910043278e-06,0,0.0,0.0,0
1,24,1164,L1_S24_F1164,1,1,[ 1.],[ 1.],1.0,1.0,0,1,4,3.37910043278e-06,0,0.0,0.0,0
1,24,1165,L1_S24_F1165,1,1,[ 2.],[ 2.],2.0,2.0,0,1,4,3.37910043278e-06,0,0.0,0.0,0
1,24,1167,L1_S24_F1167,0,0,[],[],,,0,0,0,0.0,0,0.0,,1
1,24,1169,L1_S24_F1169,0,0,[],[],,,0,0,0,0.0,0,0.0,,1
1,24,1177,L1_S24_F1177,0,0,[],[],,,0,0,0,0.0,0,0.0,,1
1,24,1179,L1_S24_F1179,0,0,[],[],,,0,0,0,0.0,0,0.0,,1
1,24,1181,L1_S24_F1181,0,0,[],[],,,0,0,0,0.0,0,0.0,,1
1,24,1183,L1_S24_F1183,0,0,[],[],,,0,0,0,0.0,0,0.0,,1
1,24,1185,L1_S24_F1185,1,1,[ 1.],[ 1.],1.0,1.0,0,1,25,2.11193777049e-05,1,0.000145369966565,6.88325047245,0
1,24,1187,L1_S24_F1187,1,1,[ 1.],[ 1.],1.0,1.0,0,1,13641,0.0115235772509,91,0.0132286669574,1.14796531228,0
1,24,1188,L1_S24_F1188,4,4,[  8.38880000e+04   8.38963200e+06   6.18624000e+05   1.37200000e+03],[  8.38880000e+04   8.38963200e+06   6.18624000e+05   1.37200000e+03],1372.0,1372.0,0,1,25,2.11193777049e-05,1,0.000145369966565,6.88325047245,0
1,24,1189,L1_S24_F1189,1,1,[ 1.],[ 1.],1.0,1.0,0,1,25,2.11193777049e-05,1,0.000145369966565,6.88325047245,0
1,24,1191,L1_S24_F1191,1,1,[ 1.],[ 1.],1.0,1.0,0,1,13641,0.0115235772509,91,0.0132286669574,1.14796531228,0
1,24,1192,L1_S24_F1192,4,4,[  8.38880000e+04   8.38963200e+06   6.18624000e+05   1.37200000e+03],[  8.38880000e+04   8.38963200e+06   6.18624000e+05   1.37200000e+03],1372.0,1372.0,0,1,25,2.11193777049e-05,1,0.000145369966565,6.88325047245,0
1,24,1193,L1_S24_F1193,1,1,[ 1.],[ 1.],1.0,1.0,0,1,25,2.11193777049e-05,1,0.000145369966565,6.88325047245,0
1,24,1195,L1_S24_F1195,1,1,[ 1.],[ 1.],1.0,1.0,0,1,13641,0.0115235772509,91,0.0132286669574,1.14796531228,0
1,24,1196,L1_S24_F1196,4,4,[  8.38880000e+04   8.38963200e+06   6.18624000e+05   1.37200000e+03],[  8.38880000e+04   8.38963200e+06   6.18624000e+05   1.37200000e+03],1372.0,1372.0,0,1,25,2.11193777049e-05,1,0.000145369966565,6.88325047245,0
1,24,1198,L1_S24_F1198,1,1,[ 1.],[ 1.],1.0,1.0,0,1,25,2.11193777049e-05,1,0.000145369966565,6.88325047245,0
1,24,1200,L1_S24_F1200,1,1,[ 1.],[ 1.],1.0,1.0,0,1,13641,0.0115235772509,91,0.0132286669574,1.14796531228,0
1,24,1201,L1_S24_F1201,4,4,[  8.38880000e+04   8.38963200e+06   6.18624000e+05   1.37200000e+03],[  8.38880000e+04   8.38963200e+06   6.18624000e+05   1.37200000e+03],1372.0,1372.0,0,1,25,2.11193777049e-05,1,0.000145369966565,6.88325047245,0
1,24,1203,L1_S24_F1203,1,1,[ 1.],[ 1.],1.0,1.0,0,1,25,2.11193777049e-05,1,0.000145369966565,6.88325047245,0
1,24,1205,L1_S24_F1205,1,1,[ 1.],[ 1.],1.0,1.0,0,1,13641,0.0115235772509,91,0.0132286669574,1.14796531228,0
1,24,1206,L1_S24_F1206,4,4,[  8.38880000e+04   8.38963200e+06   6.18624000e+05   1.37200000e+03],[  8.38880000e+04   8.38963200e+06   6.18624000e+05   1.37200000e+03],1372.0,1372.0,0,1,25,2.11193777049e-05,1,0.000145369966565,6.88325047245,0
1,24,1208,L1_S24_F1208,1,1,[ 1.],[ 1.],1.0,1.0,0,1,25,2.11193777049e-05,1,0.000145369966565,6.88325047245,0
1,24,1210,L1_S24_F1210,1,1,[ 1.],[ 1.],1.0,1.0,0,1,13641,0.0115235772509,91,0.0132286669574,1.14796531228,0
1,24,1211,L1_S24_F1211,4,4,[  8.38880000e+04   8.38963200e+06   6.18624000e+05   1.37200000e+03],[  8.38880000e+04   8.38963200e+06   6.18624000e+05   1.37200000e+03],1372.0,1372.0,0,1,25,2.11193777049e-05,1,0.000145369966565,6.88325047245,0
1,24,1213,L1_S24_F1213,1,1,[ 1.],[ 1.],1.0,1.0,0,1,25,2.11193777049e-05,1,0.000145369966565,6.88325047245,0
1,24,1215,L1_S24_F1215,1,1,[ 1.],[ 1.],1.0,1.0,0,1,13641,0.0115235772509,91,0.0132286669574,1.14796531228,0
1,24,1216,L1_S24_F1216,4,4,[  8.38880000e+04   8.38963200e+06   6.18624000e+05   1.37200000e+03],[  8.38880000e+04   8.38963200e+06   6.18624000e+05   1.37200000e+03],1372.0,1372.0,0,1,25,2.11193777049e-05,1,0.000145369966565,6.88325047245,0
1,24,1217,L1_S24_F1217,1,1,[ 1.],[ 1.],1.0,1.0,0,1,25,2.11193777049e-05,1,0.000145369966565,6.88325047245,0
1,24,1219,L1_S24_F1219,1,1,[ 1.],[ 1.],1.0,1.0,0,1,13641,0.0115235772509,91,0.0132286669574,1.14796531228,0
1,24,1220,L1_S24_F1220,4,4,[  8.38880000e+04   8.38963200e+06   6.18624000e+05   1.37200000e+03],[  8.38880000e+04   8.38963200e+06   6.18624000e+05   1.37200000e+03],1372.0,1372.0,0,1,25,2.11193777049e-05,1,0.000145369966565,6.88325047245,0
1,24,1221,L1_S24_F1221,1,1,[ 1.],[ 1.],1.0,1.0,0,1,25,2.11193777049e-05,1,0.000145369966565,6.88325047245,0
1,24,1223,L1_S24_F1223,1,1,[ 1.],[ 1.],1.0,1.0,0,1,13641,0.0115235772509,91,0.0132286669574,1.14796531228,0
1,24,1224,L1_S24_F1224,4,4,[  8.38880000e+04   8.38963200e+06   6.18624000e+05   1.37200000e+03],[  8.38880000e+04   8.38963200e+06   6.18624000e+05   1.37200000e+03],1372.0,1372.0,0,1,25,2.11193777049e-05,1,0.000145369966565,6.88325047245,0
1,24,1226,L1_S24_F1226,1,1,[ 1.],[ 1.],1.0,1.0,0,1,25,2.11193777049e-05,1,0.000145369966565,6.88325047245,0
1,24,1228,L1_S24_F1228,1,1,[ 1.],[ 1.],1.0,1.0,0,1,13641,0.0115235772509,91,0.0132286669574,1.14796531228,0
1,24,1229,L1_S24_F1229,4,4,[  8.38880000e+04   8.38963200e+06   6.18624000e+05   1.37200000e+03],[  8.38880000e+04   8.38963200e+06   6.18624000e+05   1.37200000e+03],1372.0,1372.0,0,1,25,2.11193777049e-05,1,0.000145369966565,6.88325047245,0
1,24,1231,L1_S24_F1231,1,1,[ 1.],[ 1.],1.0,1.0,0,1,25,2.11193777049e-05,1,0.000145369966565,6.88325047245,0
1,24,1233,L1_S24_F1233,1,1,[ 1.],[ 1.],1.0,1.0,0,1,13641,0.0115235772509,91,0.0132286669574,1.14796531228,0
1,24,1234,L1_S24_F1234,4,4,[  8.38880000e+04   8.38963200e+06   6.18624000e+05   1.37200000e+03],[  8.38880000e+04   8.38963200e+06   6.18624000e+05   1.37200000e+03],1372.0,1372.0,0,1,25,2.11193777049e-05,1,0.000145369966565,6.88325047245,0
1,24,1236,L1_S24_F1236,1,1,[ 1.],[ 1.],1.0,1.0,0,1,25,2.11193777049e-05,1,0.000145369966565,6.88325047245,0
1,24,1238,L1_S24_F1238,1,1,[ 1.],[ 1.],1.0,1.0,0,1,13641,0.0115235772509,91,0.0132286669574,1.14796531228,0
1,24,1239,L1_S24_F1239,4,4,[  8.38880000e+04   8.38963200e+06   6.18624000e+05   1.37200000e+03],[  8.38880000e+04   8.38963200e+06   6.18624000e+05   1.37200000e+03],1372.0,1372.0,0,1,25,2.11193777049e-05,1,0.000145369966565,6.88325047245,0
1,24,1241,L1_S24_F1241,1,1,[ 1.],[ 1.],1.0,1.0,0,1,25,2.11193777049e-05,1,0.000145369966565,6.88325047245,0
1,24,1243,L1_S24_F1243,1,1,[ 1.],[ 1.],1.0,1.0,0,1,13641,0.0115235772509,91,0.0132286669574,1.14796531228,0
1,24,1244,L1_S24_F1244,4,4,[  8.38880000e+04   8.38963200e+06   6.18624000e+05   1.37200000e+03],[  8.38880000e+04   8.38963200e+06   6.18624000e+05   1.37200000e+03],1372.0,1372.0,0,1,25,2.11193777049e-05,1,0.000145369966565,6.88325047245,0
1,24,1246,L1_S24_F1246,1,1,[ 1.],[ 1.],1.0,1.0,0,1,25,2.11193777049e-05,1,0.000145369966565,6.88325047245,0
1,24,1248,L1_S24_F1248,1,1,[ 1.],[ 1.],1.0,1.0,0,1,13641,0.0115235772509,91,0.0132286669574,1.14796531228,0
1,24,1249,L1_S24_F1249,4,4,[  8.38880000e+04   8.38963200e+06   6.18624000e+05   1.37200000e+03],[  8.38880000e+04   8.38963200e+06   6.18624000e+05   1.37200000e+03],1372.0,1372.0,0,1,25,2.11193777049e-05,1,0.000145369966565,6.88325047245,0
1,24,1251,L1_S24_F1251,1,1,[ 1.],[ 1.],1.0,1.0,0,1,25,2.11193777049e-05,1,0.000145369966565,6.88325047245,0
1,24,1253,L1_S24_F1253,1,1,[ 1.],[ 1.],1.0,1.0,0,1,13641,0.0115235772509,91,0.0132286669574,1.14796531228,0
1,24,1254,L1_S24_F1254,4,4,[  8.38880000e+04   8.38963200e+06   6.18624000e+05   1.37200000e+03],[  8.38880000e+04   8.38963200e+06   6.18624000e+05   1.37200000e+03],1372.0,1372.0,0,1,25,2.11193777049e-05,1,0.000145369966565,6.88325047245,0
1,24,1256,L1_S24_F1256,1,1,[ 1.],[ 1.],1.0,1.0,0,1,25,2.11193777049e-05,1,0.000145369966565,6.88325047245,0
1,24,1258,L1_S24_F1258,1,1,[ 1.],[ 1.],1.0,1.0,0,1,13641,0.0115235772509,91,0.0132286669574,1.14796531228,0
1,24,1259,L1_S24_F1259,4,4,[  8.38880000e+04   8.38963200e+06   6.18624000e+05   1.37200000e+03],[  8.38880000e+04   8.38963200e+06   6.18624000e+05   1.37200000e+03],1372.0,1372.0,0,1,25,2.11193777049e-05,1,0.000145369966565,6.88325047245,0
1,24,1261,L1_S24_F1261,1,1,[ 1.],[ 1.],1.0,1.0,0,1,25,2.11193777049e-05,1,0.000145369966565,6.88325047245,0
1,24,1263,L1_S24_F1263,1,1,[ 1.],[ 1.],1.0,1.0,0,1,13641,0.0115235772509,91,0.0132286669574,1.14796531228,0
1,24,1264,L1_S24_F1264,4,4,[  8.38880000e+04   8.38963200e+06   6.18624000e+05   1.37200000e+03],[  8.38880000e+04   8.38963200e+06   6.18624000e+05   1.37200000e+03],1372.0,1372.0,0,1,25,2.11193777049e-05,1,0.000145369966565,6.88325047245,0
1,24,1266,L1_S24_F1266,1,1,[ 1.],[ 1.],1.0,1.0,0,1,25,2.11193777049e-05,1,0.000145369966565,6.88325047245,0
1,24,1268,L1_S24_F1268,1,1,[ 1.],[ 1.],1.0,1.0,0,1,13641,0.0115235772509,91,0.0132286669574,1.14796531228,0
1,24,1269,L1_S24_F1269,4,4,[  8.38880000e+04   8.38963200e+06   6.18624000e+05   1.37200000e+03],[  8.38880000e+04   8.38963200e+06   6.18624000e+05   1.37200000e+03],1372.0,1372.0,0,1,25,2.11193777049e-05,1,0.000145369966565,6.88325047245,0
1,24,1271,L1_S24_F1271,1,1,[ 1.],[ 1.],1.0,1.0,0,1,25,2.11193777049e-05,1,0.000145369966565,6.88325047245,0
1,24,1273,L1_S24_F1273,1,1,[ 1.],[ 1.],1.0,1.0,0,1,13641,0.0115235772509,91,0.0132286669574,1.14796531228,0
