line,station,feature_nr,feat_nr_dat,name_dat,name_cat,name_num,station_V2
1,24,727,,,L1_S24_F727,,24.103
1,24,728,,,,L1_S24_F728,24.103
1,24,729,730.0,L1_S24_D730,L1_S24_F729,,24.103
1,24,731,,,L1_S24_F731,,24.103
1,24,732,,,L1_S24_F732,,24.103
1,24,733,,,,L1_S24_F733,24.103
1,24,734,735.0,L1_S24_D735,L1_S24_F734,,24.103
1,24,736,,,L1_S24_F736,,24.103
1,24,737,,,L1_S24_F737,,24.103
1,24,738,739.0,L1_S24_D739,L1_S24_F738,,24.103
1,24,740,,,L1_S24_F740,,24.103
1,24,741,,,L1_S24_F741,,24.103
1,24,742,743.0,L1_S24_D743,L1_S24_F742,,24.103
1,24,744,,,L1_S24_F744,,24.103
1,24,745,,,L1_S24_F745,,24.103
1,24,746,,,,L1_S24_F746,24.103
1,24,747,748.0,L1_S24_D748,L1_S24_F747,,24.103
1,24,749,,,L1_S24_F749,,24.103
1,24,750,,,L1_S24_F750,,24.103
1,24,751,,,,L1_S24_F751,24.103
1,24,752,753.0,L1_S24_D753,L1_S24_F752,,24.103
1,24,754,,,L1_S24_F754,,24.103
1,24,755,,,L1_S24_F755,,24.103
1,24,756,,,,L1_S24_F756,24.103
1,24,757,758.0,L1_S24_D758,L1_S24_F757,,24.103
1,24,759,,,L1_S24_F759,,24.103
1,24,760,,,L1_S24_F760,,24.103
1,24,761,,,,L1_S24_F761,24.103
1,24,762,763.0,L1_S24_D763,L1_S24_F762,,24.103
1,24,764,,,L1_S24_F764,,24.103
1,24,765,,,L1_S24_F765,,24.103
1,24,766,,,,L1_S24_F766,24.103
1,24,767,768.0,L1_S24_D768,L1_S24_F767,,24.103
1,24,769,,,L1_S24_F769,,24.103
1,24,770,,,L1_S24_F770,,24.103
1,24,771,772.0,L1_S24_D772,L1_S24_F771,,24.103
1,24,773,,,L1_S24_F773,,24.103
1,24,774,,,L1_S24_F774,,24.103
1,24,775,,,,L1_S24_F775,24.103
1,24,776,777.0,L1_S24_D777,L1_S24_F776,,24.103
1,24,778,,,L1_S24_F778,,24.103
1,24,779,,,L1_S24_F779,,24.103
1,24,780,,,,L1_S24_F780,24.103
1,24,781,782.0,L1_S24_D782,L1_S24_F781,,24.103
1,24,783,,,L1_S24_F783,,24.103
1,24,784,,,L1_S24_F784,,24.103
1,24,785,,,,L1_S24_F785,24.103
1,24,786,787.0,L1_S24_D787,L1_S24_F786,,24.103
1,24,788,,,L1_S24_F788,,24.103
1,24,789,,,L1_S24_F789,,24.103
1,24,790,,,,L1_S24_F790,24.103
1,24,791,792.0,L1_S24_D792,L1_S24_F791,,24.103
1,24,793,,,L1_S24_F793,,24.103
1,24,794,,,L1_S24_F794,,24.103
1,24,795,,,,L1_S24_F795,24.103
1,24,796,797.0,L1_S24_D797,L1_S24_F796,,24.103
1,24,798,,,L1_S24_F798,,24.103
1,24,799,,,L1_S24_F799,,24.103
1,24,800,801.0,L1_S24_D801,,L1_S24_F800,24.104
1,24,802,,,,L1_S24_F802,24.104
1,24,803,804.0,L1_S24_D804,L1_S24_F803,,24.105
1,24,805,,,L1_S24_F805,,24.105
1,24,806,807.0,L1_S24_D807,,L1_S24_F806,24.106
1,24,808,809.0,L1_S24_D809,,L1_S24_F808,24.106
1,24,810,811.0,L1_S24_D811,,L1_S24_F810,24.106
1,24,812,813.0,L1_S24_D813,,L1_S24_F812,24.107
1,24,814,815.0,L1_S24_D815,,L1_S24_F814,24.107
1,24,816,,,,L1_S24_F816,24.107
1,24,817,818.0,L1_S24_D818,L1_S24_F817,,24.108
1,24,819,,,L1_S24_F819,,24.108
1,24,820,,,L1_S24_F820,,24.108
1,24,821,822.0,L1_S24_D822,L1_S24_F821,,24.108
1,24,823,,,L1_S24_F823,,24.108
1,24,824,,,L1_S24_F824,,24.108
1,24,825,826.0,L1_S24_D826,L1_S24_F825,,24.108
1,24,827,,,L1_S24_F827,,24.108
1,24,828,,,L1_S24_F828,,24.108
1,24,829,,,,L1_S24_F829,24.108
1,24,830,831.0,L1_S24_D831,L1_S24_F830,,24.108
1,24,832,,,L1_S24_F832,,24.108
1,24,833,,,L1_S24_F833,,24.108
1,24,834,,,,L1_S24_F834,24.108
1,24,835,836.0,L1_S24_D836,L1_S24_F835,,24.108
1,24,837,,,L1_S24_F837,,24.108
1,24,838,,,L1_S24_F838,,24.108
1,24,839,,,,L1_S24_F839,24.108
1,24,840,841.0,L1_S24_D841,L1_S24_F840,,24.108
1,24,842,,,L1_S24_F842,,24.108
1,24,843,,,L1_S24_F843,,24.108
1,24,844,,,,L1_S24_F844,24.108
1,24,845,846.0,L1_S24_D846,L1_S24_F845,,24.108
1,24,847,,,L1_S24_F847,,24.108
1,24,848,,,L1_S24_F848,,24.108
1,24,849,850.0,L1_S24_D850,L1_S24_F849,,24.108
1,24,851,,,L1_S24_F851,,24.108
1,24,852,,,L1_S24_F852,,24.108
1,24,853,854.0,L1_S24_D854,L1_S24_F853,,24.108
1,24,855,,,L1_S24_F855,,24.108
1,24,856,,,L1_S24_F856,,24.108
1,24,857,,,,L1_S24_F857,24.108
1,24,858,859.0,L1_S24_D859,L1_S24_F858,,24.108
1,24,860,,,L1_S24_F860,,24.108
1,24,861,,,L1_S24_F861,,24.108
1,24,862,,,,L1_S24_F862,24.108
1,24,863,864.0,L1_S24_D864,L1_S24_F863,,24.108
1,24,865,,,L1_S24_F865,,24.108
1,24,866,,,L1_S24_F866,,24.108
1,24,867,,,,L1_S24_F867,24.108
1,24,868,869.0,L1_S24_D869,L1_S24_F868,,24.108
1,24,870,,,L1_S24_F870,,24.108
1,24,871,,,L1_S24_F871,,24.108
1,24,872,,,,L1_S24_F872,24.108
1,24,873,874.0,L1_S24_D874,L1_S24_F873,,24.108
1,24,875,,,L1_S24_F875,,24.108
1,24,876,,,L1_S24_F876,,24.108
1,24,877,,,,L1_S24_F877,24.108
1,24,878,879.0,L1_S24_D879,L1_S24_F878,,24.108
1,24,880,,,L1_S24_F880,,24.108
1,24,881,,,L1_S24_F881,,24.108
1,24,882,,,,L1_S24_F882,24.108
1,24,883,884.0,L1_S24_D884,L1_S24_F883,,24.108
1,24,885,,,L1_S24_F885,,24.108
1,24,886,,,L1_S24_F886,,24.108
1,24,887,,,,L1_S24_F887,24.108
1,24,888,889.0,L1_S24_D889,L1_S24_F888,,24.108
1,24,890,,,L1_S24_F890,,24.108
1,24,891,,,L1_S24_F891,,24.108
1,24,892,,,,L1_S24_F892,24.108
1,24,893,894.0,L1_S24_D894,L1_S24_F893,,24.108
1,24,895,,,L1_S24_F895,,24.108
1,24,896,,,L1_S24_F896,,24.108
1,24,897,,,,L1_S24_F897,24.108
1,24,898,899.0,L1_S24_D899,L1_S24_F898,,24.108
1,24,900,,,L1_S24_F900,,24.108
1,24,901,,,L1_S24_F901,,24.108
1,24,902,,,,L1_S24_F902,24.108
1,24,903,904.0,L1_S24_D904,L1_S24_F903,,24.108
1,24,905,,,L1_S24_F905,,24.108
1,24,906,,,L1_S24_F906,,24.108
1,24,907,,,,L1_S24_F907,24.108
1,24,908,909.0,L1_S24_D909,L1_S24_F908,,24.109
1,24,910,,,L1_S24_F910,,24.109
1,24,911,,,L1_S24_F911,,24.109
1,24,912,913.0,L1_S24_D913,L1_S24_F912,,24.109
1,24,914,,,L1_S24_F914,,24.109
1,24,915,,,L1_S24_F915,,24.109
1,24,916,917.0,L1_S24_D917,L1_S24_F916,,24.109
1,24,918,,,L1_S24_F918,,24.109
1,24,919,,,L1_S24_F919,,24.109
1,24,920,,,,L1_S24_F920,24.109
1,24,921,922.0,L1_S24_D922,L1_S24_F921,,24.109
1,24,923,,,L1_S24_F923,,24.109
1,24,924,,,L1_S24_F924,,24.109
1,24,925,,,,L1_S24_F925,24.109
1,24,926,927.0,L1_S24_D927,L1_S24_F926,,24.109
1,24,928,,,L1_S24_F928,,24.109
1,24,929,,,L1_S24_F929,,24.109
1,24,930,,,,L1_S24_F930,24.109
1,24,931,932.0,L1_S24_D932,L1_S24_F931,,24.109
1,24,933,,,L1_S24_F933,,24.109
1,24,934,,,L1_S24_F934,,24.109
1,24,935,,,,L1_S24_F935,24.109
1,24,936,937.0,L1_S24_D937,L1_S24_F936,,24.109
1,24,938,,,L1_S24_F938,,24.109
1,24,939,,,L1_S24_F939,,24.109
1,24,940,941.0,L1_S24_D941,L1_S24_F940,,24.109
1,24,942,,,L1_S24_F942,,24.109
1,24,943,,,L1_S24_F943,,24.109
1,24,944,945.0,L1_S24_D945,L1_S24_F944,,24.109
1,24,946,,,L1_S24_F946,,24.109
1,24,947,,,L1_S24_F947,,24.109
1,24,948,,,,L1_S24_F948,24.109
1,24,949,950.0,L1_S24_D950,L1_S24_F949,,24.109
1,24,951,,,L1_S24_F951,,24.109
1,24,952,,,L1_S24_F952,,24.109
1,24,953,,,,L1_S24_F953,24.109
1,24,954,955.0,L1_S24_D955,L1_S24_F954,,24.109
1,24,956,,,L1_S24_F956,,24.109
1,24,957,,,L1_S24_F957,,24.109
1,24,958,,,,L1_S24_F958,24.109
1,24,959,960.0,L1_S24_D960,L1_S24_F959,,24.109
1,24,961,,,L1_S24_F961,,24.109
1,24,962,,,L1_S24_F962,,24.109
1,24,963,,,,L1_S24_F963,24.109
1,24,964,965.0,L1_S24_D965,L1_S24_F964,,24.109
1,24,966,,,L1_S24_F966,,24.109
1,24,967,,,L1_S24_F967,,24.109
1,24,968,,,,L1_S24_F968,24.109
1,24,969,970.0,L1_S24_D970,L1_S24_F969,,24.109
1,24,971,,,L1_S24_F971,,24.109
1,24,972,,,L1_S24_F972,,24.109
1,24,973,,,,L1_S24_F973,24.109
1,24,974,975.0,L1_S24_D975,L1_S24_F974,,24.109
1,24,976,,,L1_S24_F976,,24.109
1,24,977,,,L1_S24_F977,,24.109
1,24,978,,,,L1_S24_F978,24.109
1,24,979,980.0,L1_S24_D980,L1_S24_F979,,24.109
1,24,981,,,L1_S24_F981,,24.109
1,24,982,,,L1_S24_F982,,24.109
1,24,983,,,,L1_S24_F983,24.109
1,24,984,985.0,L1_S24_D985,L1_S24_F984,,24.109
1,24,986,,,L1_S24_F986,,24.109
1,24,987,,,L1_S24_F987,,24.109
1,24,988,,,,L1_S24_F988,24.109
1,24,989,990.0,L1_S24_D990,L1_S24_F989,,24.109
1,24,991,,,L1_S24_F991,,24.109
1,24,992,,,L1_S24_F992,,24.109
1,24,993,,,,L1_S24_F993,24.109
1,24,994,995.0,L1_S24_D995,L1_S24_F994,,24.109
1,24,996,,,L1_S24_F996,,24.109
1,24,997,,,L1_S24_F997,,24.109
1,24,998,999.0,L1_S24_D999,,L1_S24_F998,24.11
1,24,1000,1001.0,L1_S24_D1001,,L1_S24_F1000,24.11
1,24,1002,1003.0,L1_S24_D1003,,L1_S24_F1002,24.11
1,24,1004,1005.0,L1_S24_D1005,,L1_S24_F1004,24.11
1,24,1006,1007.0,L1_S24_D1007,,L1_S24_F1006,24.11
1,24,1008,1009.0,L1_S24_D1009,,L1_S24_F1008,24.11
1,24,1010,1011.0,L1_S24_D1011,,L1_S24_F1010,24.11
1,24,1012,1013.0,L1_S24_D1013,,L1_S24_F1012,24.11
1,24,1014,1015.0,L1_S24_D1015,,L1_S24_F1014,24.11
1,24,1016,,,,L1_S24_F1016,24.11
1,24,1017,1018.0,L1_S24_D1018,L1_S24_F1017,,24.111
1,24,1019,,,L1_S24_F1019,,24.111
1,24,1020,,,L1_S24_F1020,,24.111
1,24,1021,,,,L1_S24_F1021,24.111
1,24,1022,1023.0,L1_S24_D1023,L1_S24_F1022,,24.111
1,24,1024,,,L1_S24_F1024,,24.111
1,24,1025,,,L1_S24_F1025,,24.111
1,24,1026,,,,L1_S24_F1026,24.111
1,24,1027,1028.0,L1_S24_D1028,L1_S24_F1027,,24.111
1,24,1029,,,L1_S24_F1029,,24.111
1,24,1030,,,L1_S24_F1030,,24.111
1,24,1031,,,,L1_S24_F1031,24.111
1,24,1032,1033.0,L1_S24_D1033,L1_S24_F1032,,24.111
1,24,1034,,,L1_S24_F1034,,24.111
1,24,1035,,,L1_S24_F1035,,24.111
1,24,1036,,,,L1_S24_F1036,24.111
1,24,1037,1038.0,L1_S24_D1038,L1_S24_F1037,,24.111
1,24,1039,,,L1_S24_F1039,,24.111
1,24,1040,,,L1_S24_F1040,,24.111
1,24,1041,,,,L1_S24_F1041,24.111
1,24,1042,1043.0,L1_S24_D1043,L1_S24_F1042,,24.111
1,24,1044,,,L1_S24_F1044,,24.111
1,24,1045,,,L1_S24_F1045,,24.111
1,24,1046,,,,L1_S24_F1046,24.111
1,24,1047,1048.0,L1_S24_D1048,L1_S24_F1047,,24.111
1,24,1049,,,L1_S24_F1049,,24.111
1,24,1050,,,L1_S24_F1050,,24.111
1,24,1051,,,,L1_S24_F1051,24.111
1,24,1052,1053.0,L1_S24_D1053,L1_S24_F1052,,24.111
1,24,1054,,,L1_S24_F1054,,24.111
1,24,1055,,,L1_S24_F1055,,24.111
1,24,1056,,,,L1_S24_F1056,24.111
1,24,1057,1058.0,L1_S24_D1058,L1_S24_F1057,,24.111
1,24,1059,,,L1_S24_F1059,,24.111
1,24,1060,,,L1_S24_F1060,,24.111
1,24,1061,1062.0,L1_S24_D1062,L1_S24_F1061,,24.112
1,24,1063,,,L1_S24_F1063,,24.112
1,24,1064,,,L1_S24_F1064,,24.112
1,24,1065,1066.0,L1_S24_D1066,L1_S24_F1065,,24.112
1,24,1067,,,L1_S24_F1067,,24.112
1,24,1068,,,,L1_S24_F1068,24.112
1,24,1069,1070.0,L1_S24_D1070,L1_S24_F1069,,24.112
1,24,1071,,,L1_S24_F1071,,24.112
1,24,1072,,,,L1_S24_F1072,24.112
1,24,1073,1074.0,L1_S24_D1074,L1_S24_F1073,,24.112
1,24,1075,,,L1_S24_F1075,,24.112
1,24,1076,1077.0,L1_S24_D1077,L1_S24_F1076,,24.112
1,24,1078,,,L1_S24_F1078,,24.112
1,24,1079,,,,L1_S24_F1079,24.112
1,24,1080,1081.0,L1_S24_D1081,L1_S24_F1080,,24.112
1,24,1082,,,L1_S24_F1082,,24.112
1,24,1083,,,,L1_S24_F1083,24.112
1,24,1084,1085.0,L1_S24_D1085,L1_S24_F1084,,24.112
1,24,1086,,,L1_S24_F1086,,24.112
1,24,1087,,,,L1_S24_F1087,24.112
1,24,1088,1089.0,L1_S24_D1089,L1_S24_F1088,,24.112
1,24,1090,,,L1_S24_F1090,,24.112
1,24,1091,1092.0,L1_S24_D1092,L1_S24_F1091,,24.112
1,24,1093,,,L1_S24_F1093,,24.112
1,24,1094,,,,L1_S24_F1094,24.112
1,24,1095,1096.0,L1_S24_D1096,L1_S24_F1095,,24.112
1,24,1097,,,L1_S24_F1097,,24.112
1,24,1098,,,,L1_S24_F1098,24.112
1,24,1099,1100.0,L1_S24_D1100,L1_S24_F1099,,24.112
1,24,1101,,,L1_S24_F1101,,24.112
1,24,1102,,,,L1_S24_F1102,24.112
1,24,1103,1104.0,L1_S24_D1104,L1_S24_F1103,,24.112
1,24,1105,,,L1_S24_F1105,,24.112
1,24,1106,,,,L1_S24_F1106,24.112
1,24,1107,1108.0,L1_S24_D1108,L1_S24_F1107,,24.112
1,24,1109,,,L1_S24_F1109,,24.112
1,24,1110,,,,L1_S24_F1110,24.112
1,24,1111,1112.0,L1_S24_D1112,L1_S24_F1111,,24.112
1,24,1113,,,L1_S24_F1113,,24.2
1,24,1114,,,L1_S24_F1114,,24.2
1,24,1115,1116.0,L1_S24_D1116,L1_S24_F1115,,24.2
1,24,1117,,,L1_S24_F1117,,24.2
1,24,1118,,,,L1_S24_F1118,24.2
1,24,1119,1120.0,L1_S24_D1120,L1_S24_F1119,,24.2
1,24,1121,,,L1_S24_F1121,,24.2
1,24,1122,,,,L1_S24_F1122,24.2
1,24,1123,1124.0,L1_S24_D1124,L1_S24_F1123,,24.2
1,24,1125,,,L1_S24_F1125,,24.2
1,24,1126,,,,L1_S24_F1126,24.2
1,24,1127,1128.0,L1_S24_D1128,L1_S24_F1127,,24.2
1,24,1129,,,L1_S24_F1129,,24.2
1,24,1130,,,,L1_S24_F1130,24.2
1,24,1131,1132.0,L1_S24_D1132,L1_S24_F1131,,24.2
1,24,1133,,,L1_S24_F1133,,24.2
1,24,1134,1135.0,L1_S24_D1135,,L1_S24_F1134,24.201
1,24,1136,,,L1_S24_F1136,,24.201
1,24,1137,1138.0,L1_S24_D1138,L1_S24_F1137,,24.201
1,24,1139,,,L1_S24_F1139,,24.201
1,24,1140,1141.0,L1_S24_D1141,L1_S24_F1140,,24.201
1,24,1142,1143.0,L1_S24_D1143,L1_S24_F1142,,24.201
1,24,1144,,,L1_S24_F1144,,24.201
1,24,1145,1146.0,L1_S24_D1146,,L1_S24_F1145,24.201
1,24,1147,,,L1_S24_F1147,,24.201
1,24,1148,1149.0,L1_S24_D1149,,L1_S24_F1148,24.201
1,24,1150,1151.0,L1_S24_D1151,L1_S24_F1150,,24.201
1,24,1152,1153.0,L1_S24_D1153,L1_S24_F1152,,24.201
1,24,1154,1155.0,L1_S24_D1155,L1_S24_F1154,,24.201
1,24,1156,,,L1_S24_F1156,,24.201
1,24,1157,1158.0,L1_S24_D1158,L1_S24_F1157,,24.202
1,24,1159,,,L1_S24_F1159,,24.202
1,24,1160,,,L1_S24_F1160,,24.202
1,24,1161,,,,L1_S24_F1161,24.202
1,24,1162,1163.0,L1_S24_D1163,L1_S24_F1162,,24.203
1,24,1164,,,L1_S24_F1164,,24.203
1,24,1165,,,L1_S24_F1165,,24.203
1,24,1166,,,,L1_S24_F1166,24.203
1,24,1167,1168.0,L1_S24_D1168,L1_S24_F1167,,24.204
1,24,1169,,,L1_S24_F1169,,24.204
1,24,1170,1171.0,L1_S24_D1171,,L1_S24_F1170,24.205
1,24,1172,1173.0,L1_S24_D1173,,L1_S24_F1172,24.205
1,24,1174,1175.0,L1_S24_D1175,,L1_S24_F1174,24.205
1,24,1176,,,,L1_S24_F1176,24.205
1,24,1177,1178.0,L1_S24_D1178,L1_S24_F1177,,24.206
1,24,1179,,,L1_S24_F1179,,24.206
1,24,1180,,,,L1_S24_F1180,24.206
1,24,1181,1182.0,L1_S24_D1182,L1_S24_F1181,,24.206
1,24,1183,,,L1_S24_F1183,,24.206
1,24,1184,,,,L1_S24_F1184,24.206
1,24,1185,1186.0,L1_S24_D1186,L1_S24_F1185,,24.207
1,24,1187,,,L1_S24_F1187,,24.207
1,24,1188,,,L1_S24_F1188,,24.207
1,24,1189,1190.0,L1_S24_D1190,L1_S24_F1189,,24.207
1,24,1191,,,L1_S24_F1191,,24.207
1,24,1192,,,L1_S24_F1192,,24.207
1,24,1193,1194.0,L1_S24_D1194,L1_S24_F1193,,24.207
1,24,1195,,,L1_S24_F1195,,24.207
1,24,1196,,,L1_S24_F1196,,24.207
1,24,1197,,,,L1_S24_F1197,24.207
1,24,1198,1199.0,L1_S24_D1199,L1_S24_F1198,,24.207
1,24,1200,,,L1_S24_F1200,,24.207
1,24,1201,,,L1_S24_F1201,,24.207
1,24,1202,,,,L1_S24_F1202,24.207
1,24,1203,1204.0,L1_S24_D1204,L1_S24_F1203,,24.207
1,24,1205,,,L1_S24_F1205,,24.207
1,24,1206,,,L1_S24_F1206,,24.207
1,24,1207,,,,L1_S24_F1207,24.207
1,24,1208,1209.0,L1_S24_D1209,L1_S24_F1208,,24.207
1,24,1210,,,L1_S24_F1210,,24.207
1,24,1211,,,L1_S24_F1211,,24.207
1,24,1212,,,,L1_S24_F1212,24.207
1,24,1213,1214.0,L1_S24_D1214,L1_S24_F1213,,24.207
1,24,1215,,,L1_S24_F1215,,24.207
1,24,1216,,,L1_S24_F1216,,24.207
1,24,1217,1218.0,L1_S24_D1218,L1_S24_F1217,,24.207
1,24,1219,,,L1_S24_F1219,,24.207
1,24,1220,,,L1_S24_F1220,,24.207
1,24,1221,1222.0,L1_S24_D1222,L1_S24_F1221,,24.207
1,24,1223,,,L1_S24_F1223,,24.207
1,24,1224,,,L1_S24_F1224,,24.207
1,24,1225,,,,L1_S24_F1225,24.207
1,24,1226,1227.0,L1_S24_D1227,L1_S24_F1226,,24.207
1,24,1228,,,L1_S24_F1228,,24.207
1,24,1229,,,L1_S24_F1229,,24.207
1,24,1230,,,,L1_S24_F1230,24.207
1,24,1231,1232.0,L1_S24_D1232,L1_S24_F1231,,24.207
1,24,1233,,,L1_S24_F1233,,24.207
1,24,1234,,,L1_S24_F1234,,24.207
1,24,1235,,,,L1_S24_F1235,24.207
1,24,1236,1237.0,L1_S24_D1237,L1_S24_F1236,,24.207
1,24,1238,,,L1_S24_F1238,,24.207
1,24,1239,,,L1_S24_F1239,,24.207
1,24,1240,,,,L1_S24_F1240,24.207
1,24,1241,1242.0,L1_S24_D1242,L1_S24_F1241,,24.207
1,24,1243,,,L1_S24_F1243,,24.207
1,24,1244,,,L1_S24_F1244,,24.207
1,24,1245,,,,L1_S24_F1245,24.207
1,24,1246,1247.0,L1_S24_D1247,L1_S24_F1246,,24.207
1,24,1248,,,L1_S24_F1248,,24.207
1,24,1249,,,L1_S24_F1249,,24.207
1,24,1250,,,,L1_S24_F1250,24.207
1,24,1251,1252.0,L1_S24_D1252,L1_S24_F1251,,24.207
1,24,1253,,,L1_S24_F1253,,24.207
1,24,1254,,,L1_S24_F1254,,24.207
1,24,1255,,,,L1_S24_F1255,24.207
1,24,1256,1257.0,L1_S24_D1257,L1_S24_F1256,,24.207
1,24,1258,,,L1_S24_F1258,,24.207
1,24,1259,,,L1_S24_F1259,,24.207
1,24,1260,,,,L1_S24_F1260,24.207
1,24,1261,1262.0,L1_S24_D1262,L1_S24_F1261,,24.207
1,24,1263,,,L1_S24_F1263,,24.207
1,24,1264,,,L1_S24_F1264,,24.207
1,24,1265,,,,L1_S24_F1265,24.207
1,24,1266,1267.0,L1_S24_D1267,L1_S24_F1266,,24.207
1,24,1268,,,L1_S24_F1268,,24.207
1,24,1269,,,L1_S24_F1269,,24.207
1,24,1270,,,,L1_S24_F1270,24.207
1,24,1271,1272.0,L1_S24_D1272,L1_S24_F1271,,24.207
1,24,1273,,,L1_S24_F1273,,24.207
1,24,1274,,,L1_S24_F1274,,24.207
1,24,1275,,,,L1_S24_F1275,24.207
1,24,1276,1277.0,L1_S24_D1277,L1_S24_F1276,,24.208
1,24,1278,,,L1_S24_F1278,,24.208
1,24,1279,,,L1_S24_F1279,,24.208
1,24,1280,1281.0,L1_S24_D1281,L1_S24_F1280,,24.208
1,24,1282,,,L1_S24_F1282,,24.208
1,24,1283,,,L1_S24_F1283,,24.208
1,24,1284,1285.0,L1_S24_D1285,L1_S24_F1284,,24.208
1,24,1286,,,L1_S24_F1286,,24.208
1,24,1287,,,L1_S24_F1287,,24.208
1,24,1288,,,,L1_S24_F1288,24.208
1,24,1289,1290.0,L1_S24_D1290,L1_S24_F1289,,24.208
1,24,1291,,,L1_S24_F1291,,24.208
1,24,1292,,,L1_S24_F1292,,24.208
1,24,1293,,,,L1_S24_F1293,24.208
1,24,1294,1295.0,L1_S24_D1295,L1_S24_F1294,,24.208
1,24,1296,,,L1_S24_F1296,,24.208
1,24,1297,,,L1_S24_F1297,,24.208
1,24,1298,,,,L1_S24_F1298,24.208
1,24,1299,1300.0,L1_S24_D1300,L1_S24_F1299,,24.208
1,24,1301,,,L1_S24_F1301,,24.208
1,24,1302,,,L1_S24_F1302,,24.208
1,24,1303,,,,L1_S24_F1303,24.208
1,24,1304,1305.0,L1_S24_D1305,L1_S24_F1304,,24.208
1,24,1306,,,L1_S24_F1306,,24.208
1,24,1307,,,L1_S24_F1307,,24.208
1,24,1308,1309.0,L1_S24_D1309,L1_S24_F1308,,24.208
1,24,1310,,,L1_S24_F1310,,24.208
1,24,1311,,,L1_S24_F1311,,24.208
1,24,1312,1313.0,L1_S24_D1313,L1_S24_F1312,,24.208
1,24,1314,,,L1_S24_F1314,,24.208
1,24,1315,,,L1_S24_F1315,,24.208
1,24,1316,,,,L1_S24_F1316,24.208
1,24,1317,1318.0,L1_S24_D1318,L1_S24_F1317,,24.208
1,24,1319,,,L1_S24_F1319,,24.208
1,24,1320,,,L1_S24_F1320,,24.208
1,24,1321,,,,L1_S24_F1321,24.208
1,24,1322,1323.0,L1_S24_D1323,L1_S24_F1322,,24.208
1,24,1324,,,L1_S24_F1324,,24.208
1,24,1325,,,L1_S24_F1325,,24.208
1,24,1326,,,,L1_S24_F1326,24.208
1,24,1327,1328.0,L1_S24_D1328,L1_S24_F1327,,24.208
1,24,1329,,,L1_S24_F1329,,24.208
1,24,1330,,,L1_S24_F1330,,24.208
1,24,1331,,,,L1_S24_F1331,24.208
1,24,1332,1333.0,L1_S24_D1333,L1_S24_F1332,,24.208
1,24,1334,,,L1_S24_F1334,,24.208
1,24,1335,,,L1_S24_F1335,,24.208
1,24,1336,,,,L1_S24_F1336,24.208
1,24,1337,1338.0,L1_S24_D1338,L1_S24_F1337,,24.208
1,24,1339,,,L1_S24_F1339,,24.208
1,24,1340,,,L1_S24_F1340,,24.208
1,24,1341,,,,L1_S24_F1341,24.208
1,24,1342,1343.0,L1_S24_D1343,L1_S24_F1342,,24.208
1,24,1344,,,L1_S24_F1344,,24.208
1,24,1345,,,L1_S24_F1345,,24.208
1,24,1346,,,,L1_S24_F1346,24.208
1,24,1347,1348.0,L1_S24_D1348,L1_S24_F1347,,24.208
1,24,1349,,,L1_S24_F1349,,24.208
1,24,1350,,,L1_S24_F1350,,24.208
1,24,1351,,,,L1_S24_F1351,24.208
1,24,1352,1353.0,L1_S24_D1353,L1_S24_F1352,,24.208
1,24,1354,,,L1_S24_F1354,,24.208
1,24,1355,,,L1_S24_F1355,,24.208
1,24,1356,,,,L1_S24_F1356,24.208
1,24,1357,1358.0,L1_S24_D1358,L1_S24_F1357,,24.208
1,24,1359,,,L1_S24_F1359,,24.208
1,24,1360,,,L1_S24_F1360,,24.208
1,24,1361,,,,L1_S24_F1361,24.208
1,24,1362,1363.0,L1_S24_D1363,L1_S24_F1362,,24.208
1,24,1364,,,L1_S24_F1364,,24.208
1,24,1365,,,L1_S24_F1365,,24.208
1,24,1366,,,,L1_S24_F1366,24.208
1,24,1367,1368.0,L1_S24_D1368,L1_S24_F1367,,24.209
1,24,1369,,,L1_S24_F1369,,24.209
1,24,1370,,,L1_S24_F1370,,24.209
1,24,1371,,,,L1_S24_F1371,24.209
1,24,1372,1373.0,L1_S24_D1373,L1_S24_F1372,,24.209
1,24,1374,,,L1_S24_F1374,,24.209
1,24,1375,,,L1_S24_F1375,,24.209
1,24,1376,,,,L1_S24_F1376,24.209
1,24,1377,1378.0,L1_S24_D1378,L1_S24_F1377,,24.209
1,24,1379,,,L1_S24_F1379,,24.209
1,24,1380,,,L1_S24_F1380,,24.209
1,24,1381,,,,L1_S24_F1381,24.209
1,24,1382,1383.0,L1_S24_D1383,L1_S24_F1382,,24.209
1,24,1384,,,L1_S24_F1384,,24.209
1,24,1385,,,L1_S24_F1385,,24.209
1,24,1386,,,,L1_S24_F1386,24.209
1,24,1387,1388.0,L1_S24_D1388,L1_S24_F1387,,24.209
1,24,1389,,,L1_S24_F1389,,24.209
1,24,1390,,,L1_S24_F1390,,24.209
1,24,1391,,,,L1_S24_F1391,24.209
1,24,1392,1393.0,L1_S24_D1393,L1_S24_F1392,,24.209
1,24,1394,,,L1_S24_F1394,,24.209
1,24,1395,,,L1_S24_F1395,,24.209
1,24,1396,,,,L1_S24_F1396,24.209
1,24,1397,1398.0,L1_S24_D1398,L1_S24_F1397,,24.209
1,24,1399,,,L1_S24_F1399,,24.209
1,24,1400,,,L1_S24_F1400,,24.209
1,24,1401,,,,L1_S24_F1401,24.209
1,24,1402,1403.0,L1_S24_D1403,L1_S24_F1402,,24.209
